Aggregator,AUROC,AUROC_std,Noise_Level
Quantile fg. ratio,0.7973214285714285,0.10867171446583193,1_00
Equally-w. class avg.,0.7514880952380951,0.07584732527716903,1_00
Imbalance-w. class avg.,0.7514880952380951,0.07584732527716903,1_00
GMM Normalized,0.6535714285714286,0.0,1_00
Patch 10,0.5696428571428571,0.07500118101866805,1_00
Patch 20,0.5019345238095239,0.06228474127088755,1_00
Quantile 0.9,0.4961309523809524,0.06078208749182565,1_00
Patch 50,0.4961309523809524,0.06078208749182565,1_00
Quantile 0.6,0.4959821428571429,0.06077316093819297,1_00
Mean,0.4959821428571429,0.06077316093819297,1_00
Quantile 0.75,0.4959821428571429,0.06077316093819297,1_00
Threshold 0.3,0.475297619047619,0.08265508425689698,1_00
Threshold 0.5,0.43839285714285714,0.040706409360671304,1_00
Threshold 0.7,0.4173363095238095,0.09025818989376896,1_00
