Aggregator,AUROC,AUROC_std,Noise_Level
Quantile 0.9,0.955391126446257,0.01586086136169015,1_00
Mean,0.9552192569564432,0.016155616408926148,1_00
Patch 50,0.9549452248286702,0.015571395097689565,1_00
Patch 20,0.9547524791644421,0.01571955470184754,1_00
Quantile 0.6,0.9546101969092762,0.015465294520899864,1_00
Quantile 0.75,0.9538273589422979,0.015515627091893953,1_00
GMM,0.9169706711898231,0.02583959083351604,1_00
GMM_pixel,0.9125137382822733,0.02659241873652881,1_00
Patch 10,0.9021096528107564,0.02694761573768994,1_00
GMM_spatial,0.6960332088960702,0.04605551697070041,1_00
Threshold 0.3,0.6456063728998269,0.055066861636723405,1_00
Imbalance-w. class avg.,0.608258960139613,0.05063909779679944,1_00
Quantile fg. ratio,0.6036631845526835,0.052347012052606993,1_00
Equally-w. class avg.,0.6023907745602144,0.05044476169688738,1_00
Threshold 0.5,0.5,0.0,1_00
Threshold 0.7,0.5,0.0,1_00
