Aggregator,AUROC,AUROC_std,Noise_Level
Patch 20,0.9484613495842331,0.01815219599754834,1_00
Mean,0.9482193801053399,0.017438296752139624,1_00
Quantile 0.9,0.9478366116668185,0.01798403491801402,1_00
Quantile 0.6,0.947131196087105,0.017259544224828477,1_00
Quantile 0.75,0.9469734023730318,0.018764851439443474,1_00
Patch 50,0.9463946421149256,0.01760164969277856,1_00
Patch 10,0.9020751640970025,0.02612444956615388,1_00
GMM_pixel,0.9014277230706029,0.027014000264032414,1_00
GMM,0.8847859775165486,0.02874243081208566,1_00
GMM_spatial,0.7832598148812261,0.03913077026685104,1_00
Imbalance-w. class avg.,0.7016839062891518,0.04229724813845051,1_00
Equally-w. class avg.,0.6961389996761663,0.04418515507509981,1_00
Quantile fg. ratio,0.680189177783758,0.04542880040467231,1_00
Threshold 0.3,0.6358664569892594,0.050548303529062366,1_00
Threshold 0.5,0.5546250514150601,0.05534285276576558,1_00
Threshold 0.7,0.460757296632421,0.06207695253068409,1_00
