Aggregator,AUROC,AUROC_std,Noise_Level
GMM,0.9920451239320799,0.007009537219984525,1_00
GMM_pixel,0.9884082343970845,0.008644882863598937,1_00
GMM_spatial,0.8212292552322382,0.04968617042428629,1_00
Patch 10,0.6928369723247526,0.06097144387676398,1_00
Equally-w. class avg.,0.687857581184835,0.059459353117443714,1_00
Imbalance-w. class avg.,0.6846535239877389,0.06108213380380295,1_00
Quantile fg. ratio,0.6638752692094373,0.06285795989269936,1_00
Patch 20,0.6169984104830177,0.06485298187822383,1_00
Threshold 0.7,0.5,0.0,1_00
Mean,0.49851540773781505,0.06752214619675219,1_00
Patch 50,0.4795925433801594,0.07117815348571535,1_00
Threshold 0.3,0.4758112433309236,0.06830912847206312,1_00
Quantile 0.6,0.4657737676245805,0.06657825417607872,1_00
Quantile 0.75,0.44718641743027193,0.07206173481749356,1_00
Threshold 0.5,0.4333040709684377,0.06338931351915028,1_00
Quantile 0.9,0.4212288018578074,0.06871665211358685,1_00
