Aggregator,AUROC,AUROC_std,Noise_Level
Quantile 0.9,0.7929579615276325,0.022677160304164164,1_00
Quantile 0.75,0.776975530283189,0.02215704136338451,1_00
Mean,0.7751239440072638,0.02333137869249442,1_00
Quantile 0.6,0.7692903750638047,0.02367647157880342,1_00
Equally-w. class avg.,0.7267301512749451,0.023523487875325592,1_00
Quantile fg. ratio,0.7104810652606373,0.024802852744835634,1_00
Patch 50,0.6941069389177895,0.025828662082528243,1_00
Patch 20,0.6819370934072099,0.024245489336761496,1_00
Imbalance-w. class avg.,0.6561901654576675,0.025151180609506985,1_00
Threshold 0.7,0.6414696696889582,0.025631147833167587,1_00
Threshold 0.5,0.6340692870385195,0.025255661723774855,1_00
Threshold 0.3,0.6142131068084171,0.026060201685774366,1_00
Patch 10,0.5926101271592478,0.026650653865897118,1_00
GMM_spatial,0.5170786196101707,0.0267527683277741,1_00
GMM_pixel,0.4601585424944822,0.027550006851980825,1_00
GMM,0.45423406693088536,0.026399963798555824,1_00
