Aggregator,AUROC,AUROC_std,Noise_Level
GMM,0.845325838539102,0.044912079418437376,0_50
Threshold 0.5,0.821060748469086,0.05185258072407165,0_50
Quantile fg. ratio,0.8080240427588368,0.05787069826062753,0_50
Imbalance-w. class avg.,0.7816998412918297,0.056796239327131036,0_50
GMM_pixel,0.7548657598187007,0.06025413625076063,0_50
Equally-w. class avg.,0.754354285310407,0.06078696755264025,0_50
GMM_spatial,0.7331172305084201,0.06712378034173673,0_50
Threshold 0.3,0.7252182296949009,0.06438101717548927,0_50
Patch 20,0.6212534480234987,0.06969883636029506,0_50
Patch 50,0.6140296377727683,0.07162364723289895,0_50
Quantile 0.75,0.6084559469798191,0.07415531863854043,0_50
Quantile 0.9,0.6076229347428902,0.07338141019564741,0_50
Quantile 0.6,0.6007578061609651,0.0710258275866774,0_50
Mean,0.6000961289354337,0.07557423120533995,0_50
Patch 10,0.5850582251253815,0.07563937728817663,0_50
Threshold 0.7,0.5,0.0,0_50
