Aggregator,AUROC,AUROC_std,Noise_Level
Quantile 0.75,0.7662569697624944,0.022359519667842952,1_00
Mean,0.764816798032093,0.02381154150027362,1_00
Quantile 0.6,0.7645885191476127,0.02345264748115123,1_00
Quantile 0.9,0.7506612761536084,0.02317457284306548,1_00
Imbalance-w. class avg.,0.7330897402941093,0.023472113882057152,1_00
Equally-w. class avg.,0.6947211181273344,0.02422642340136349,1_00
Quantile fg. ratio,0.6903361307329087,0.023430783561754688,1_00
Patch 50,0.6827620301087354,0.02547453381399335,1_00
Patch 20,0.6708548675146879,0.026603759488113,1_00
Threshold 0.3,0.6622542979404986,0.025055442254452522,1_00
Patch 10,0.6507787095931944,0.025522077943997763,1_00
Threshold 0.5,0.6083340283786436,0.02497630008719431,1_00
Threshold 0.7,0.5719414323293629,0.02612327410393579,1_00
GMM_spatial,0.5254142374004106,0.027912904487205525,1_00
GMM_pixel,0.49265856180038087,0.0269884759832757,1_00
GMM,0.46203927935114125,0.025630339039157457,1_00
