Aggregator,AUROC,AUROC_std,Noise_Level
GMM,1.0,3.813741331030777e-17,1_00
GMM_spatial,1.0,3.909498694034454e-17,1_00
Equally-w. class avg.,0.9012436765380906,0.011701633358909105,1_00
Imbalance-w. class avg.,0.8006600932921228,0.01907471652428892,1_00
GMM_pixel,0.8002806308235559,0.018353312252080013,1_00
Mean,0.7409619679929876,0.019629689720543655,1_00
Quantile 0.6,0.6028766800737178,0.022497696183895535,1_00
Quantile 0.75,0.565388943580403,0.02407336068748299,1_00
Quantile fg. ratio,0.5620321793979349,0.023894599954390767,1_00
Threshold 0.3,0.5193932303515334,0.024243276735305786,1_00
Quantile 0.9,0.43772731225616085,0.0257000038950767,1_00
Patch 50,0.42260885122419095,0.024394168371361123,1_00
Patch 20,0.3682891816414867,0.024387567190201857,1_00
Patch 10,0.35313434657892295,0.024294446953558355,1_00
Threshold 0.5,0.313438723291947,0.0230625826547152,1_00
Threshold 0.7,0.2848631221949676,0.020685154104726662,1_00
