Aggregator,AUROC,AUROC_std,Noise_Level
GMM,0.8677499051117777,0.047091656632475165,0_50
Quantile fg. ratio,0.8638644966366578,0.045223044294149015,0_50
Imbalance-w. class avg.,0.8287724474800428,0.04775395454993802,0_50
GMM_pixel,0.8263238354249104,0.05772162605344145,0_50
Threshold 0.7,0.7908444769682553,0.06220234652183287,0_50
Equally-w. class avg.,0.786733095677592,0.053983220662456116,0_50
Threshold 0.5,0.7783211140664121,0.061369533515593315,0_50
Quantile 0.9,0.691141718117491,0.06966525468145436,0_50
Patch 50,0.6827600089194484,0.0671982579790552,0_50
Patch 20,0.6780991879334035,0.06669170757317848,0_50
GMM_spatial,0.6634866688416926,0.0707972322715121,0_50
Patch 10,0.6399373017707514,0.06856704356702831,0_50
Quantile 0.75,0.6395042733348416,0.07024060294349466,0_50
Quantile 0.6,0.6380047353730797,0.07198986754858679,0_50
Mean,0.636870853832208,0.07118983745787409,0_50
Threshold 0.3,0.6076953245082369,0.07009605860859619,0_50
