Aggregator,AUROC,AUROC_std,Noise_Level
Patch 50,0.9642259053541296,0.013514353011734868,1_00
Quantile 0.6,0.9640247902279755,0.013807611367262706,1_00
Quantile 0.75,0.9637658743357254,0.013409608035389901,1_00
Patch 20,0.9628723390371285,0.013781765528225859,1_00
Mean,0.9625866439638822,0.013072085361062283,1_00
Quantile 0.9,0.9624975388785569,0.013916965905606616,1_00
Patch 10,0.9271572019803657,0.02121970559803745,1_00
GMM_pixel,0.8894493760182433,0.029712413663727476,1_00
GMM,0.8595264332852508,0.032869071119878183,1_00
GMM_spatial,0.8279077671388352,0.032767440569373266,1_00
Quantile fg. ratio,0.7671796546420377,0.03905619375941868,1_00
Equally-w. class avg.,0.7052449102078784,0.04227855982770593,1_00
Imbalance-w. class avg.,0.7020425170093713,0.04224367196929346,1_00
Threshold 0.3,0.6029893463957997,0.05274089635052585,1_00
Threshold 0.5,0.5082887380235188,0.058154491039105215,1_00
Threshold 0.7,0.4165144119070842,0.05114156302218506,1_00
