uq_map_name,BCA,ICA,AVG,ATA 0.3,ATA 0.5,ATA 0.7,AQA 0.60,AQA 0.75,AQA 0.90,QFR,PLM 10,PLM 20,PLM 50,GMM-All,GMM-Int,GMM-Spa
00185,0.3620830498784165,0.20924246283128972,0.21144931591552724,0.5344543002750902,0.6865059034723364,0.829423086556197,0.31454633628214596,0.37320266003472413,0.5993986000585261,0.3112050104533467,0.903721645052978,0.6512213132672457,0.512000972667835,0.0133930203998366,0.0173525992912088,0.0022559847033481
00215,0.279493483012331,0.20678833588039686,0.20847119489232582,0.515669010677772,0.6846953399398583,0.8102545769139324,0.31045727041547927,0.3665447513789057,0.5809233883383842,0.3059289723021744,0.9313299040541736,0.8421090410185161,0.5464290335926347,0.0191985971530889,0.0142792552702339,0.0074458385841711
00306,0.33836850133534685,0.22253776566321365,0.22907628295206492,0.4948639286267271,0.6411182622755697,0.83662363211743,0.3505992461351674,0.4314109740943971,0.6152293803090847,0.3344942775462054,0.9040742227909243,0.7109401877335926,0.5184184629731677,0.0194160228675318,0.0127845011156768,0.004312977904225
00367,0.2606761980469251,0.24492043675100134,0.24623550034992214,0.7094246000684177,0.8852366745662978,0.9552293283582677,0.39976271339675373,0.5168520671268055,0.9326597315372009,0.3611953222342041,1.0261140412641456,1.0138527459491844,0.9181095806334243,0.0092898570139209,0.0052894048205956,0.0005003105096274
00513,0.24339174130199082,0.2241875368879463,0.22674736263698048,0.605010998738144,0.792306202376209,0.8380608309835068,0.3443580142749464,0.42225261491696314,0.7259444991430858,0.31418343084324507,0.9936859882526542,0.9534731347358713,0.6625767804070536,0.0123941797209207,0.0072943690944505,0.0046784772905994
00905,0.32589417599170156,0.17645374208453854,0.18209829481523668,0.4674466864984182,0.627158582776644,0.7406265871767135,0.2754556322376248,0.3085349639801133,0.45028852098881544,0.27142912556042104,0.7562418718000302,0.6994800510641881,0.588284228508842,0.0149906790828565,0.0077922136085533,0.0042667999116872
01132,0.3596360192140871,0.1926165617437365,0.1969347979470518,0.7515936392384631,0.8957716812455888,0.9412109033228591,0.3413513971902526,0.420564673513514,0.7911205668770092,0.3214180402042045,1.0305129199871552,1.009953615717982,0.7484319498176474,0.0150993476733325,0.0125215598404139,0.0028287101190342
01827,0.3457021444972319,0.23582518829360088,0.2375691114121296,0.6933496089855662,0.8454038767577674,0.9053047234661097,0.39614535965748043,0.5131292998785644,0.9004150015610353,0.35727616267610823,1.0063744855596406,0.9916321665924996,0.9551547685361024,0.009964039793754,0.0059322599708362,0.0010582817130088
02128,0.39526736150739417,0.22657262792198957,0.22952563814619137,0.5613716356188664,0.7078126202688976,0.8069765907036395,0.3756367508874236,0.47471685483611803,0.7301988474042506,0.313517248569437,0.9360159144936893,0.8935098256042076,0.6552467432114121,0.0236075300122637,0.0165630053144486,0.0022334894604855
02170,0.26991319163235744,0.24049250961064614,0.24383813136764262,0.5867341135044033,0.7524588522076765,0.875448521411082,0.38512111332346327,0.491581267429463,0.7874396559767904,0.3598691100543123,0.9766973104100921,0.9517975114229448,0.7576954832505466,0.0120847787720475,0.005137534860449,0.00234846023943
