uq_map_name,is_ood,BCA,ICA,AVG,ATA 0.3,ATA 0.5,ATA 0.7,AQA 0.60,AQA 0.75,AQA 0.90,QFR,PLM 10,PLM 20,PLM 50,GMM-All,GMM-Int,GMM-Spa
303,1,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957,0.4801412180052957
304,0,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413,0.5576407506702413
304,1,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774,0.3627978478093774
305,0,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182
305,1,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485,0.43870967741935485
306,1,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624,0.33072100313479624
308,1,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187,0.33162743091095187
309,1,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341,0.4340659340659341
310,0,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094,0.594017094017094
310,1,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087,0.4228187919463087
311,0,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978,0.5978021978021978
