uq_map_name,BCA,ICA,AVG,ATA 0.3,ATA 0.5,ATA 0.7,AQA 0.60,AQA 0.75,AQA 0.90,QFR,PLM 10,PLM 20,PLM 50,GMM-All,GMM-Int,GMM-Spa,is_ood
crag_57_TILE_4,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0.6261682242990654,0
crag_57_TILE_34,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0.2659380692167577,0
crag_45_TILE_10,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0
crag_45_TILE_14,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0.26369168356997974,0
crag_45_TILE_28,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0
crag_12_TILE_31,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0.11353711790393013,0
crag_47_TILE_8,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0.2037037037037037,0
crag_63_TILE_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crag_63_TILE_16,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.07462686567164178,0
crag_63_TILE_17,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0.01951219512195122,0
crag_29_TILE_0,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0.14945054945054945,0
crag_29_TILE_9,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0.19546247818499127,0
crag_29_TILE_20,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0.17371937639198218,0
crag_29_TILE_22,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0.1288782816229117,0
crag_29_TILE_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crag_48_TILE_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crag_22_TILE_16,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0.02962962962962963,0
crag_35_TILE_13,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0
crag_30_TILE_5,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0
crag_30_TILE_33,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0.06763285024154589,0
crag_30_TILE_35,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0
crag_51_TILE_3,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.04597701149425287,0
crag_21_TILE_30,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0.12794612794612795,0
crag_16_TILE_16,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0
crag_16_TILE_20,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0
crag_46_TILE_2,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0.1245136186770428,0
crag_46_TILE_16,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0
crag_46_TILE_22,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0.14074074074074075,0
crag_52_TILE_3,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.1016949152542373,0
crag_52_TILE_5,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0
crag_52_TILE_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crag_4_TILE_2,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0.09665427509293681,0
crag_4_TILE_3,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0.09795918367346938,0
crag_4_TILE_7,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0.1296928327645051,0
crag_4_TILE_25,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0.19827586206896552,0
crag_55_TILE_7,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,0
crag_55_TILE_17,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.22784810126582278,0
crag_10_TILE_34,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0.0718562874251497,0
crag_25_TILE_1,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0.08421052631578947,0
crag_25_TILE_5,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077,0
crag_25_TILE_7,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0
crag_25_TILE_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crag_7_TILE_0,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0.10038610038610038,0
crag_7_TILE_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crag_18_TILE_13,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0.0933852140077821,0
crag_18_TILE_23,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0.06930693069306931,0
crag_18_TILE_30,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0.11607142857142858,0
consep_9_TILE_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
consep_9_TILE_2,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0.047058823529411764,0
